Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,HN,HND,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.0349237007676185,0.0335051983253052,0.0172734500395748,0.0134110288636657,0.069574211501807,0.0222286916380686,0.0328658993888453,0.0338478987886296,0.0730536666231256,0.0290442793453011,,0.0340367605330862,0.0351526972773186,0.0253994217904799,0.0326259836381341,,0.0685909304688681,0.0695380239465454,0.0699177201380259,0.0564654535706101,0.139493976302283,0.0430125350537205,0.0402138845535018,0.036957515586835,,
Honduras,HN,HND,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,176284.0,381071.0,1561270.0,776802.0,1852109.0,4347522.0,829510.0,605066.0,3061339.0,1087899.0,2047460.0,2413248.0,5897964.0,2862883.0,,3513479.0,4287541.0,4067012.0,5750938.0,,11323515.0,11841998.0,11725647.0,11667468.73,27280468.51,7273183.19,9019019.05,9885033.07,,
Honduras,HN,HND,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.0037973384429729,0.0070377878398918,0.0299273822364453,0.0135434025468268,0.0290940151927334,0.0677526204583675,0.0116769455593125,0.0079058309618259,0.0389559843448789,0.0132187766044344,0.0230893854037908,0.0247363790833323,0.0540231270099495,0.0231601286402774,,0.0240855520700775,0.0270689293682631,0.0229628688441874,0.0310471898805967,,0.0573249764271257,0.0564508217890927,0.0540046669538218,0.0504263929353959,0.11335231508357,0.0289877922052528,0.0378537368137897,0.034696044393593,,
Honduras,HN,HND,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.120823863265706,0.117791735148946,0.0621042038988548,0.0487024271446894,0.24694729881611,0.0800782184794585,0.12482295172054,0.128011472723126,0.281868485653006,0.113393828726526,,0.148754491793306,0.152104065303506,0.102751337332753,0.131069381719878,,0.278458025667091,0.302516499741123,0.30398913898883,0.258088299504892,0.626823695707279,0.204088976600547,0.211819803298778,0.190872898540926,,
Honduras,HN,HND,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,45655713.0,135337267.0,45565830.0,56165932.0,76697981.0,76855896.0,89930225.0,83230267.0,89459069.0,73341252.0,109243659.0,94602728.0,109080570.0,178393746.0,,107794012.0,116439625.0,236486995.0,157371749.0,,275013444.0,526706603.0,202027955.0,317867098.6,252892917.36,242618285.72,208361400.39,276489139.49,,
Honduras,HN,HND,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,0.983470956616824,2.49946852942574,0.873433814350424,0.979242878486023,1.20481690033685,1.19773709061754,1.26594054497441,1.08749197907277,1.13837967355835,0.89115039730483,1.23195029234823,0.969700976495317,0.999136903417465,1.44316833974038,,0.738948002497967,0.735129059941827,1.3352357577359,0.849591940139957,,1.39224783068178,2.51081114699491,0.930477646575638,1.37381051418835,1.05078831914071,0.966972543922135,0.874513909859823,0.970465084958118,,
Honduras,HN,HND,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,3.06811682672364,1.72268224347866,3.06581230188203,2.56370891709683,2.91053216853478,2.13110577664594,2.60396185757376,1.95087202174112,1.93535247283536,2.47303579807564,,1.73198191070952,1.63525056575856,2.62294001099769,1.67679769588748,,2.954306693462,5.58983060027815,2.27078360327693,3.2999623241917,2.41047615688925,1.95020203526476,2.32344390314007,2.05231609290143,,
Honduras,HN,HND,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,45831997.0,135718338.0,47127100.0,56942734.0,78550090.0,81203418.0,90759735.0,83835333.0,92520408.0,74429151.0,111291119.0,97015976.0,114978534.0,181256629.0,,111307491.0,120727166.0,240554007.0,163122687.0,,286336959.0,538548601.0,213753602.0,329534567.33,280173385.87,249891468.91,217380419.44,286374172.56,,
Honduras,HN,HND,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,0.987268295059797,2.50650631726563,0.903361196586869,0.99278628103285,1.23391091552958,1.26548971107591,1.27761749053372,1.09539781003459,1.17733565790323,0.904369173909264,1.25503967775202,0.994437355578649,1.05316003042741,1.46632846838066,,0.763033554568044,0.76219798931009,1.35819862658009,0.880639130020554,,1.44957280710891,2.567261968784,0.98448231352946,1.42423690712375,1.16414063422428,0.995960336127388,0.912367646673613,1.00516112935171,,
Honduras,HN,HND,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-45479429.0,-134956196.0,-44004560.0,-55389130.0,-74845872.0,-72508374.0,-89100715.0,-82625201.0,-86397730.0,-72253353.0,-107196199.0,-92189480.0,-103182606.0,-175530863.0,,-104280533.0,-112152084.0,-232419983.0,-151620811.0,,-263689929.0,-514864605.0,-190302308.0,-306199629.87,-225612448.85,-235345102.53,-199342381.34,-266604106.42,,
